,bed_availability,budget_range,location,ownership,name,services,specialty,address
Scheduled,147,478823,Kodambakkam,Private,VISA HOSPITAL,Emergency,General,"27/1, SOUTH WEST BOAG ROAD T. NAGAR CHENNAI
600017"
Immediate,198,274103,Kodambakkam,Private,NEW BALAJI HOSPITAL,OPD,Cardiology,"19, SRINIVASA REDDY STREET, T.NAGAR, CHENNAI
600017"
Scheduled,146,468504,Kodambakkam,Private,RAJU HOSPITAL,Laboratory,Cardiology,"43, SOUTH USMAN ROAD, T.NAGAR, CHENNAI 600017"
Scheduled,176,482474,Kodambakkam,Private,SRE VISA CLINIC PVT LTD,Inpatient,Psychiatry,"NO.13,NEW BOAG ROAD, T.NAGAR, CHENNAI 600017"
Immediate,28,281086,Kodambakkam,Private,CWC SAIDAPET,Home Nursing,Cardiology,"51, JEENIS ROAD, SAIDAPET, CHENNAI 600015"
Scheduled,26,396025,Kodambakkam,Private,CHINDHU HOSPITAL,Inpatient,Psychiatry,"NO. 35, KARANESSWARAR KOIL STREET SAIDAPET,
CHENNAI 600015"
Unavailable,142,189567,Kodambakkam,Private,BORA HOSPITAL,Emergency,General,"39, SUBRAMANIA MUDALI STREET, SAIDAPET,
CHENNAI 600015"
Scheduled,112,226506,Kodambakkam,Private,GOVT.HOSPITAL,OPD,Psychiatry,"JEENIS ROAD, SAIDAPET, CHENNAI 600015"
Immediate,194,227952,Kodambakkam,Private,CHITRA MATERNITY AND SURGICAL CENTRE,OPD,Neurology,"NO. 35, KARANEESWARAR KOIL STREET SAIDAPET
CHENNAI 600015"
Unavailable,26,309541,Kodambakkam,Private,RAJALAKSHMI CLINIC,Emergency,Psychiatry,"5, VINAGAMPET STREET, SAIDAPET, CHENNAI
600015"
Unavailable,160,205167,Valasaravakkam,Private,SRI SAI HOSPITAL,Daycare,Pediatrics,"36,V.G.P. AMUDHA NAGAR MADURAVOYAL CHENNAI
600095"
Scheduled,190,29265,Valasaravakkam,Government,MEENAKSHI GENERAL HOSPITAL,Inpatient,General,"ALAPAKKAM MAIN ROAD MADURAVOYAL CHENNAI
600095"
Scheduled,200,173655,Valasaravakkam,Private,YOURS CLINIC,Laboratory,Orthopedics,"39,PALLAVAN NAGAR MADURAVOYAL CHENNAI
600095"
Unavailable,162,88279,Valasaravakkam,Private,RAKSHITH HOSPITAL,OPD,Pediatrics,"153,ARCOT ROAD VALASARAVAKKAM CHENNAI
600087"
Scheduled,114,235023,Valasaravakkam,Private,V.K. NURSING HOME,Emergency,Orthopedics,"163A,GIRI STREET, R.K. NAGAR ALWAR
THIRUNAGAR CHENNAI 600087"
Immediate,144,151906,Valasaravakkam,Private,ROYAL HOSPITAL,Daycare,General,"1,JAWAHARLAL NEHRU STREET   CHENNAI 600087"
Scheduled,31,159659,Valasaravakkam,Private,LALITHA NURSING HOME,Home Nursing,Gastro-intestinal,"192,NAKKEERA STREET ALWAR THIRUNAGAR
CHENNAI 600087"
Unavailable,85,97900,Valasaravakkam,Private,"SRI RAMACHANDRA MEDICAL COLLEGE AND
RESEARCH INSTITUTE",Emergency,Pediatrics,"RAMACHANDRA NAGAR KARAMBAKKAM CHENNAI
600116"
Immediate,38,176792,Valasaravakkam,Private,PARVATHY NURSING HOME,Laboratory,Gynaecology,"33,1ST CROSS STREET, RAJESWARI NAGAR
KARAMBAKKAM CHENNAI 600116"
Immediate,30,401479,Valasaravakkam,Private,VIGNESH HOSPITAL,Daycare,General,"36,POOTHAPERU MAIN ROAD, VENKATESWARA
NAGAR PORUR CHENNAI 600116"
Immediate,38,490434,Valasaravakkam,Private,GOVT. PRIMARY HEALTH CENTRE,Emergency,Cardiology,SENTHIL NAGAR CHINNAPORUR CHENNAI 600116
Immediate,87,322201,Valasaravakkam,Private,ANU NURSING HOME,Home Nursing,General,"2/22, VANI NAGAR VALASARAVAKKAM CHENNAI
600087"
Unavailable,182,351681,Valasaravakkam,Private,ANN HOSPITAL,Inpatient,Psychiatry,"81,85,ANNAI THERASA STREET, INDIRA NAGAR
VALASARAVAKKAM CHENNAI 600087"
Unavailable,111,191506,Valasaravakkam,Private,BALAJI HOSPITAL,Home Nursing,Cardiology,KAMARAJ SALAI RAMAPURAM CHENNAI 600089
Unavailable,66,278768,Valasaravakkam,Private,ROYS HOSPITAL,Emergency,Neurology,"3/49, VALLUVAR SALAI RAMAPURAM CHENNAI
600089"
Scheduled,87,347525,Valasaravakkam,Private,SRUSHTI HOSPITAL,Home Nursing,Gynaecology,"1,PADMAVATHI STREET, THIRUMALAI NAGAR
RAMAPURAM CHENNAI 600089"
Immediate,52,125249,Valasaravakkam,Private,DURGA CLINIC,Daycare,Gynaecology,"NO.5/1, MICHEAL GARDEN ANNAI THERASA STREET
RAMAPURAM, CHENNAI 600089"
Scheduled,196,277013,Valasaravakkam,Private,SRM SPECIALITY HOSPITAL,Inpatient,ENT,"BHARATHI SALAI, RAMAPURAM   CHENNAI 600089"
Scheduled,98,379149,Alandur,Private,KEDAR HOSPITAL,Daycare,Gastro-intestinal,"19, VINAYAGAPURAM  MUGALIVAKKAM CHENNAI
600116"
Unavailable,67,317391,Alandur,Private,MIOT HOSPITAL,Inpatient,Neurology,"4/112, MOUNT POONAAMALLE ROAD,  MANAPAKKAM
CHENNAI 600089"
Immediate,39,67857,Alandur,Private,"DR. RADHA RAJENDRAN NURSING HOME (P)
LTD.",OPD,Neurology,"9, VEMBULIAMMAN KOVIL STREET, ALANDUR
CHENNAI 600016"
Scheduled,118,469143,Alandur,Private,MINA NURSING HOME,Daycare,Cardiology,"12, GST ROAD, GUINDY CHENNAI 600032"
Unavailable,171,80488,Alandur,Private,SRI BALAJI HOSPITAL,Laboratory,Neurology,"1, LAWYER JAGANATHAN ST.  GUINDY CHENNAI
600032"
Immediate,53,72852,Alandur,Private,G.J. HOSPITAL,Emergency,Cardiology,"598, MKN ROAD, ALANDUR CHENNAI 600016"
Immediate,145,493240,Alandur,Private,KANDASAMY HOSPITAL,Emergency,Orthopedics,"23, KAMBAR STREET,  ALALNDUR CHENNAI 600016"
Scheduled,80,415094,Alandur,Private,SRI SAKTHI MOTHER CHILD CARE CLINIC,OPD,Gynaecology,"90, MKN ROAD,  ALANDUR CHENNAI 600016"
Scheduled,65,277327,Alandur,Private,B.M. HOSPITAL,Laboratory,ENT,"36, 5TH MAIN ROAD,  NANGANALLUR CHENNAI
600061"
Scheduled,166,291755,Alandur,Private,S.P. HOSPITAL,Daycare,Orthopedics,"11, EAST VELLALAR STREET,  ADAMPAKKAM
CHENNAI 600088"
Scheduled,184,194365,Alandur,Private,SARATHY NURSING HOME,Emergency,Gastro-intestinal,"28, VALLALAR 2ND ST.,  ADAMPAKKAM CHENNAI
600088"
Immediate,151,17525,Alandur,Government,"HARIHARAN DIABETIC & HEART CARE
HOSPITAL",OPD,ENT,"24/26, 29TH STREET,  NANGANALLUR CHENNAI
600061"
Unavailable,160,319448,Alandur,Private,BHARATH HOSPITALS,Daycare,Neurology,"72, 1ST MAIN ROAD,  NANGANALLUR CHENNAI
600061"
Scheduled,45,194183,Alandur,Private,"ROTARY CENTRAL MARGARET SDNEY
HOSPITALS",Daycare,General,"13, 7TH STREET,  NANGANALLUR CHENNAI 600061"
Unavailable,63,306770,Alandur,Private,PRIME CARE NURSING HOME (P) LTD,OPD,Gastro-intestinal,"3, SAKTHI NAGAR MAIN ROAD,  ADAMPAKKAM
CHENNAI 600081"
Immediate,162,287915,Alandur,Private,C.M.HOSPITAL,Laboratory,Cardiology,"1, 47TH ST. 5TH MAIN ROAD,  NANGANALLUR
CHENNAI 600061"
Immediate,140,69944,Alandur,Private,GOWRI NURSING HOME,Daycare,Psychiatry,"18, 6TH STREET, LAKSHMI NAGAR,   NANGANALLUR
CHENNAI 600061"
Unavailable,22,202919,Alandur,Private,SRI CHAKRA MULTISPECIALITY HOSPITAL,Inpatient,Neurology,"1, CIVIL AVIATION COLONY, 100 FEET ROAD,
NANGANALLUR CHENNAI 600061"
Immediate,101,300254,Alandur,Private,HINDU MISSION HEALTH SERVICES,OPD,Cardiology,"A 26A, 100 FEET ROAD, HINDU COLONY,
NANGANALLUR CHENNAI 600061"
Unavailable,60,21887,Alandur,Government,PANKAJAM MEMORIAL HOSPITAL,Laboratory,Orthopedics,"C-3, HINDU COLONY,  NANGANALLUR CHENNAI
600061"
Unavailable,160,224231,Alandur,Private,NEO LIFE HOSPITAL (P) LTD.,Laboratory,Orthopedics,"14/1, 2ND CROSS STREET, KANNAN NAGAR,
MADIPAKKAM CHENNAI 600091"
Immediate,134,281439,Alandur,Private,K.F. HOSPITAL,Daycare,ENT,"5, SARVAMANGALAM NAGAR,  NANGANALLUR
CHENNAI 600061"
Unavailable,43,200287,Alandur,Private,"SRINIVASAN RAJALAKSHMI MEMORIAL
HOSPITAL",Laboratory,Neurology,"11/77, VOLTAS COLONY, 1ST STREET,
NANGANALLUR CHENNAI 600061"
Immediate,151,448072,Adyar,Private,DR .A. RAMACHANDRAN DIABETES HOSPITALS,Laboratory,Psychiatry,"NO. 110, ANNA SALAI,  GUINDY,  CHENNAI  600032"
Scheduled,120,218778,Adyar,Private,MOTHER AND CHILD CARE CLINIC,Emergency,Orthopedics,"NO.5/4, 3RD CROSS STREET BALAJI NAGAR,
EKKATTUTHANGAL CHENNAI 600097"
Unavailable,142,400506,Adyar,Private,CWC KANNAMMAPET,Inpatient,Psychiatry,"1, HOSPITAL ROAD, T.NAGAR CHENNAI 600017"
Scheduled,84,343479,Adyar,Private,GAYATHRI HOSPITAL,Emergency,General,"OLD NO.36, WEST ROAD, WEST CIT NAGAR,
CHENNAI 600035"
Unavailable,22,337963,Adyar,Private,VIJAY NURSING HOME,Home Nursing,Gastro-intestinal,"WEST CIT NAGAR, CHENNAI   600035"
Scheduled,147,137858,Adyar,Private,VASAN HEALTH CARE PVT LTD,Emergency,ENT,"383, ANNA SALAI SAIDAPET CHENNAI 600015"
Scheduled,156,179940,Adyar,Private,RAGHAV CLINIC FOR NEW BORN BABIES,Inpatient,General,"91, EAST ROAD, WEST CIT NAGAR, CHENNAI 600035"
Immediate,46,131114,Adyar,Private,BALAKRISHNA EYE HOSPITAL,Emergency,Neurology,"OLD.NO.6, NEW NO.11, SASTRI I CROSS ST., KAVERI
NAGAR, SAIDAPET, CHENNAI 600015"
Scheduled,62,262229,Adyar,Private,"R.G.STONE UROLOGICAL RESEARCH
INSTITUTE",Inpatient,Gynaecology,"391/392, ANNA SALAI SAIDAPET CHENNAI 600015"
Scheduled,160,181365,Adyar,Private,CWC KOTURPURAM,Home Nursing,Orthopedics,"23, DANDAPANI NAGAR, 2ND STREET, CHENNAI
600085"
Scheduled,85,221165,Adyar,Private,VHS MEDICAL CENTRE,Inpatient,Orthopedics,"THARAMANI ROAD, CHENNAI   600113"
Immediate,160,284154,Adyar,Private,DURGABAI DESMUK GENERAL  HOSPITAL,Laboratory,General,"NO.11, DURGABAI DESMUK ROAD, RAJA ANNAMALAI
PURAM, CHENNAI 600028"
Unavailable,111,241781,Adyar,Private,RUPA CLINIK,Emergency,ENT,"NO.14, BAGIRATHI AMMAL STREET, SRINIVASA
AVENUE, R.A.PURAM, CHENNAI 600028"
Unavailable,180,489356,Adyar,Private,B.S.S.HOSPITAL,OPD,Gynaecology,"NO.200, R.K. MUTT ROAD, MANDAVELI, CHENNAI
600028"
Unavailable,156,284528,Adyar,Private,JAYA HOSPITAL,Inpatient,Cardiology,"8, NAGENDRA NAGAR, VELACHERY MAIN ROAD,
CHENNAI 600042"
Unavailable,168,26379,Adyar,Government,I.I.T. HOSPITAL,Laboratory,ENT,"E-8-15, I.I.T. CAMPUS,   CHENNAI 600036"
Scheduled,70,287219,Adyar,Private,M.M.CLINIC,Laboratory,Psychiatry,"12, GULMOHAR AVENUE, VELACHERY ROAD,
CHENNAI 600032"
Scheduled,57,479188,Adyar,Private,"SRI KALYAN HOSPITALS,",Home Nursing,Cardiology,"KASTURIBA NAGAR, ADYAR, CHENNAI 600020"
Unavailable,105,435869,Adyar,Private,FORTIS MALAR HOSPITALS LIMITED,Inpatient,General,"NO.52, 1ST MAIN ROAD, GANDHI NAGAR, ADYAR,
CHENNAI 600020"
Scheduled,72,257459,Adyar,Private,"CANCER INSTITUTE (WIA),",Laboratory,Pediatrics,"SARDAR PATAL ROAD, ADYAR, CHENNAI 600020"
Scheduled,132,318654,Adyar,Private,"ADYAR P.M.HOSPITALS RESEARCH CENTRE
PVT LTD.",OPD,Neurology,"NO.58-A, L.B.ROAD, ADYAR, CHENNAI 600020"
Immediate,184,328367,Adyar,Private,"MALAR HOSPITALS LTD.,",Home Nursing,Orthopedics,"NO.52, IST MAIN ROAD, GANDHI NAGAR,
ADYAR,CHENNAI 600020"
Scheduled,102,184633,Adyar,Private,ADYAR HEALTH POST,Daycare,Orthopedics,"NO.2, VENKATARATHINAM NAGAR, ADYAR, CHENNAI
600020"
Scheduled,106,416309,Adyar,Private,"ISWARYA WOMENS HOSPITAL AND FERTILITY
CENTRE",OPD,Orthopedics,"NO. 13, 1ST MAIN ROAD, KASTURIBAI NAGAR
ADYAR, CHENNAI   600020"
Unavailable,74,199404,Adyar,Private,VASAN HEALTH CARE PVT LTD,Laboratory,Orthopedics,"115/1, KAMARAJAR AVENUE 2ND STREET ADYAR
CHENNAI 600020"
Unavailable,76,166722,Adyar,Private,PADMA PRIYA HOSPITAL PVT.LTD.,Home Nursing,Neurology,"28, IST AVENUE, INDIRA NAGAR, ADYAR, CHENNAI
600020"
Immediate,38,201208,Adyar,Private,SRIMATHA CANCER CARE,Inpatient,Neurology,"NO. 466, 3RD AVENUE, INDIRA NAGAR, CHENNAI
600020"
Unavailable,79,352080,Adyar,Private,NEW ASIAN HOSPITAL,Laboratory,Orthopedics,"NO.E-147-A, IIND AVENUE, BESENT NAGAR, CHENNAI
600090"
Immediate,125,153636,Adyar,Private,NANDHINI CLINIC,Inpatient,Pediatrics,"NO.67/3, 7TH AVENUE, M.G.ROAD, BESANT NAGAR,
CHENNAI 600090"
Scheduled,116,240520,Adyar,Private,SHIVA SUNDAR HOSPITALS,Inpatient,Pediatrics,"NO.9, IST CROSS STREET, SASTRI NAGAR, ADYAR,
CHENNAI 600020"
Scheduled,74,298308,Adyar,Private,MENANGUDY HOSPITAL PVT. LTD,OPD,Orthopedics,"NO. 19/1, 1ST AVENUE, SHASTRI NAGAR, ADYAR,
CHENNAI   600020"
Unavailable,168,159385,Adyar,Private,DR. PARTHASARATHY MEMORIAL HOSPITAL,Inpatient,Cardiology,"NO.20, SASTHRI NAGAR MAIN ROAD, ADAMBAKKAM,
CHENNAI 600088"
Unavailable,26,109873,Adyar,Private,PONMALLIGAI HOSPITAL PVT LTD,OPD,Gastro-intestinal,"182, KAKKAN NAGAR 1ST MAIN ROAD ADAMBAKKAM
CHENNAI 600088"
Immediate,125,33861,Adyar,Government,PONMALLIGAI HOSPITAL,OPD,Orthopedics,"FLAT NO.85, 2ND STREET, TELEPHONE COLONY,
ADAMBAKKAM, CHENNAI 600088"
Scheduled,114,420884,Adyar,Private,G.R.HOSPITAL,Inpatient,Psychiatry,"NO.12, CITY LINK ROAD, NGO COLONY,
ADAMBAKKAM, CHENNAI 600088"
Immediate,83,424235,Adyar,Private,VELACHERY K.S. HOSPITAL,OPD,Pediatrics,"14, SRI KRISHNA NAGAR 10TH CROSS STREET
A.G.S. COLONY, CHENNAI 600042"
Scheduled,174,325275,Adyar,Private,NOVA MEDICAL CENTRE PVT. LTD,OPD,General,"39, RAJALAKSHMI NAGAR 7TH CROSS STREET
VELACHERY, CHENNAI   600042"
Scheduled,54,340263,Adyar,Private,RAMANA POLY CLINIC,OPD,Neurology,"320A/47-A, VELACHERY MAIN ROAD, VELACHERY,
CHENNAI 600042"
Scheduled,120,237782,Adyar,Private,XCELLENT CARE SUPER MULTI SPECIALITY HOSPITALS,Daycare,Gynaecology,"NO.7/26, JAGANATHAPURAM 8TH CROSS STREET RAJALAKSHMI NAGAR, VELACHERY CHENNAI 600042"
Immediate,148,248548,Adyar,Private,HELIOS MEDICAL CENTRE,Home Nursing,Neurology,"NO. 39, RAJALAKSHMI NAGAR 7TH CROSS STREET,
VELACHERY CHENNAI 600042"
Scheduled,167,81790,Adyar,Private,APPASAMY HOSPITAL,Daycare,Pediatrics,"191, 100FT.ROAD, VELACHERY, CHENNAI 600042"
Scheduled,193,380065,Adyar,Private,VELACHERY K.S.HOSPITAL,OPD,Orthopedics,"14, SRI KRISHNA NAGAR, 10TH CROSS STREET, AGS
COLONY, CHENNAI 600042"
Immediate,72,462809,Adyar,Private,SAKTHI POLY CLINIC,Inpatient,ENT,"80A, ANNAI INDIRA NAGAR, CHENNAI   600042"
Unavailable,86,94726,Adyar,Private,VELACHERY H.P.,Daycare,General,"2, SEVA NAGAR, GANDHI ROAD, VELACHERY,
CHENNAI 600042"
Immediate,154,311227,Adyar,Private,NANDHINI HOSPITAL,Emergency,Orthopedics,"40-B, 7TH STREET, TANSI NAGAR, VELACHERY,
CHENNAI 600042"
Unavailable,53,407057,Adyar,Private,"ATHIPATHI HOSPITAL AND RESEARCH CENTRE,",OPD,Gynaecology,"PLOT NO.1, 100 FEET ROAD, TANSI NAGAR,
VELACHERY, CHENNAI 600042"
Unavailable,102,226660,Adyar,Private,PRASHANTH MULTISPECIALITY HOSPITAL,Home Nursing,General,"NO. 36 & 36A, VELACHERY MAIN ROAD, VELACHERY,
CHENNAI. 600042"
Immediate,170,21801,Adyar,Government,BLOOM FERTILITY AND HEALTHCARE,Laboratory,Gastro-intestinal,"NO.32, TARAMANI LINK ROAD, VELACHERY CHENNAI
600042"
Immediate,169,460888,Adyar,Private,"SIVA CHILDREN HOSPITAL AND FAMILY HEALTH
CENTRE",Laboratory,Pediatrics,"10A, AYODHYA COLONY, VELACHERY - TARAMANI
LINK ROAD, VELACHERY, CHENNAI 600042"
Scheduled,175,258175,Adyar,Private,CHENNAI EYE CARE HOSPITAL,Home Nursing,Cardiology,"6, 12TH CROSS STREET DHANDEESWARAN NAGAR
VELACHERY, CHENNAI 600042"
Immediate,37,141725,Adyar,Private,G.S.HOSPITAL,Daycare,Gynaecology,"466, IIIRD AVENUE, INDIRA NAGAR, ADYAR,CHENNAI
600020"
Unavailable,104,165365,Adyar,Private,"SRI RAMAKRISHNA VIVEKANANDA URBAN
F.W.CENTRE",Home Nursing,ENT,"143, L.B.ROAD, THIRUVANMIYUR, CHENNAI 600041"
Scheduled,105,484932,Adyar,Private,LAKSHMI MATERNITY HOSPITAL,Home Nursing,ENT,"20, 3RD AVENUE, INDIRA NAGAR, ADYAR,CHENNAI
600020"
Unavailable,60,31613,Adyar,Government,R.K.CLINIC,Emergency,Cardiology,"8, THIRUVALLUVAR SALAI, THIRUVANMIYUR,
CHENNAI 600041"
Unavailable,165,430766,Adyar,Private,BALAJI NURSING HOME,Home Nursing,Gastro-intestinal,"3, 3RD STREET, MALAVIYA AVENUE,
THIRUVANMIYUR, CHENNAI 600041"
Scheduled,187,238162,Adyar,Private,A.V.HOSPITAL,Inpatient,Gynaecology,"155, L.B.ROAD, THIRUVANMIYUR, CHENNAI 600041"
Scheduled,59,343844,Adyar,Private,SANTHOSH HOSPITALS (P) LTD.,Home Nursing,Cardiology,"NO.1, 7TH AVENUE, BESANT NAGAR, CHENNAI
600090"
Immediate,95,206715,Adyar,Private,JAYAM POLY CLINIC AND NURSING HOME,OPD,Gastro-intestinal,"58, M.G.ROAD, THIRUVANMIYUR,   CHENNAI 600041"
Immediate,141,214337,Adyar,Private,SWARAM HOSPITAL,Daycare,Orthopedics,"7, PLOY NO.6, 2ND EAST STREET,KAMARAJ NAGAR,
THIRUVANMIYUR,CHENNAI 600041"
Immediate,84,344765,Adyar,Private,R.M.HOSPITAL,Home Nursing,ENT,"A-1, SRINIVASAPURAM, THIRUVANMIYUR, CHENNAI
600041"
Immediate,159,216358,Adyar,Private,SSUBHA HOSPITAL,Laboratory,Gastro-intestinal,"L-4,742, 53RD CROSS STREET THIRUVALLUVAR
NAGAR, THIRUVANMIYUR,CHENNAI 600041"
Unavailable,178,437214,Perungudi,Private,PRIMARY HEALTH CENTRE,Daycare,Orthopedics,"MUNICIPAL OFFICE COMPLEX ULAGARAM  CHENNAI
600091"
Scheduled,26,289901,Perungudi,Private,SATYA SAI CLINIC,Home Nursing,Gastro-intestinal,"15,18TH STREET ULAGARAM  CHENNAI 600091"
Immediate,146,33885,Perungudi,Government,SIBI HOSPITAL,Laboratory,Neurology,M.G.R.STREET ULAGARAM  CHENNAI 600091
Unavailable,125,456734,Perungudi,Private,V.G.N. HOSPITAL,Inpatient,Cardiology,"6, SAPTHAGIRI NAGAR, PUZHUTHIVAKKAM CHENNAI
600091"
Unavailable,62,249266,Perungudi,Private,BALAJI HOSPITAL,Inpatient,Orthopedics,"CHURCH STREET,PUZHUTHIVAKKAM
PUZHUTHIVAKKAM CHENNAI 600091"
Unavailable,152,44454,Perungudi,Government,RAGU NURSING HOME,Home Nursing,Pediatrics,"40/88,RAMAR KOIL STREET RAM NAGAR CHENNAI
600091"
Unavailable,74,145406,Perungudi,Private,RATHNA HOSPITAL,Emergency,Pediatrics,"PATHALA VINAYAKAR KOIL ST PUZHUTHIVAKKAM
CHENNAI 600091"
Scheduled,183,135330,Perungudi,Private,SARASWATHY MULTI SPECIALITY HOSPITALS,Daycare,Cardiology,"BAZZAR ROAD SADASIVAM NAGAR
PUZHUTHIVAKKAM CHENNAI 600091"
Unavailable,139,83045,Perungudi,Private,SIVA SUBRAMANIAM NURSING HOME,Daycare,General,"1/28,VASUDEVAN ST ,E.C.R ROAD KOTTIVAKKAM
CNENNAI 600041"
Immediate,128,34039,Perungudi,Government,MITA LIFE HOSPITAL,Inpatient,Pediatrics,E.C.R.SALAI KOTTIVAKKAM  CHENNAI 600014
Unavailable,101,92570,Perungudi,Private,ST.PIUS X HOSPITAL,Laboratory,Neurology,CHURCH ROAD PERUNGUDI CHENNAI 600096
Scheduled,70,194894,Perungudi,Private,SRI LAKSHMI HOSPITAL,Laboratory,Gastro-intestinal,CHURCH ROAD PERUNGUDI CHENNAI 600096
Immediate,145,340753,Perungudi,Private,LIFE LINE MULTI SPECIALITY HOSPITAL,Daycare,Gastro-intestinal,"5/639, O.M.R. ROAD  PERUNGUDI CHENNAI 600096"
Scheduled,52,452755,Perungudi,Private,PADHUVAI HOSPITAL,Daycare,Pediatrics,"5/762,SABARI SALAI MADIPAKKAM CHENNAI 600091"
Immediate,49,169327,Perungudi,Private,G.M. HOSPITAL,Emergency,Gastro-intestinal,"39, SABARI SALAI MADIPAKKAM CHENNAI 600091"
Unavailable,143,64072,Perungudi,Private,DR. KAMAKSHI MEMORIAL HOSPITAL,Home Nursing,Gastro-intestinal,"01,RADIAL ROAD PALLIKARANAI CHENNAI 600100"
Scheduled,34,232614,Perungudi,Private,VARMA NARSING HOME,Emergency,Neurology,"17,FIRST MAIN ROAD, I.I.T COLONY PALLIKARANAI
CHENNAI 600100"
Immediate,86,446032,Perungudi,Private,NIRAMAL CLINIC,Inpatient,Cardiology,"229,VELACHERY MAIN ROAD PALLIKARANAI
CHENNAI 600100"
Immediate,80,469726,Perungudi,Private,HEALTH SUB CENTRE,Home Nursing,Cardiology,PALLIKARANAI PALLIKARANAI CHENNAI 600100
Immediate,161,57306,Perungudi,Private,V-CURE HOSPITAL,Home Nursing,Pediatrics,"97,DEVI KARUMARIAMMAN NAGAR PALLIKARANAI
CHENNAI 600100"
Scheduled,102,376020,Perungudi,Private,SHRI RAGAVA CLINIC,Home Nursing,Cardiology,"18,THERADI STREET PALLIKARANAI CHENNAI 600100"
Unavailable,23,54422,Cholinganallur,Private,E.N.T. CLINIC,Laboratory,Gynaecology,"1,RANGA REDDY GARDEN NEELANKARAI CHENNAI
600041"
Unavailable,159,385030,Cholinganallur,Private,SHANTHI HOSPITAL,Home Nursing,ENT,ECR NEELANKARAI CHENNAI 600041
Immediate,37,23624,Cholinganallur,Government,VASAN EYE CARE,OPD,Gynaecology,ECR NEELANKARAI CHENNAI 600041
Unavailable,167,418571,Cholinganallur,Private,DR. JEYAM CHILDREN HOSPITAL,Home Nursing,Neurology,"2/614A, PHILLIPS STREET NEELANKARAI CHENNAI
600115"
Unavailable,143,225774,Cholinganallur,Private,K.L. MULTI SPECIALITY HOSPITAL,Laboratory,Gynaecology,"PLOT NO.348, EAST COAST ROAD, NEELANKARAI,
CHENNAI 600115"
Unavailable,28,72048,Cholinganallur,Private,SUGAN HOSPITAL,Laboratory,General,"3/245/A, PANDIAN SALAI NEELANKARAI CHENNAI
600041"
Unavailable,142,121071,Cholinganallur,Private,"SAHISHNATHA INSTITUTE OF MATERNAL AND
CHILD HEALTH",Laboratory,Pediatrics,"NO.2/614, PHILIPS STREET, NEELANKARAI, CHENNAI
600041"
Scheduled,121,211929,Cholinganallur,Private,PRIMERY HEALTH CENTRE,Home Nursing,Psychiatry,OMR DURAIPAKKAM CHENNAI 600096
Unavailable,156,446484,Cholinganallur,Private,NANTHINE HOSPITAL,Home Nursing,ENT,"168,CHANDRA SEKARAN AVENUE DURAIPAKKAM
CHENNAI 600097"
Immediate,127,424487,Cholinganallur,Private,ISABELS HEALTH CENTRE,Emergency,Gynaecology,"KANNAGI NAGAR OKKIYAM DURAIPAKKAM CHENNAI
600096"
Immediate,92,164787,Cholinganallur,Private,LIFE LINE CLINIC,Home Nursing,Neurology,"6,PANDIAN NAGAR, ECR VETTUVANKENI CHENNAI
600041"
Scheduled,48,383932,Cholinganallur,Private,MEENAKSHI CLINIC,Emergency,Gynaecology,"81,FIRST FLOOR, ECR VETTUVANKENI CHENNAI
600041"
Scheduled,136,266159,Cholinganallur,Private,DR. SUCHITRA RAJ MOHAN CLINIC,Laboratory,Pediatrics,"81,ECR VETTUVANKENI CHENNAI 600041"
Immediate,93,234747,Cholinganallur,Private,APOLLO HOSPITALS ENTERPRISE LTD,OPD,Psychiatry,"OLD NO. 2/102, NEW NO, 2/319, OLD
MAHABALIPURAM KARAPAKKAM CHENNAI 600097"
Unavailable,192,61794,Cholinganallur,Private,SWARAM POLY CLINIC,Laboratory,Psychiatry,"DR. KALAINGNAR ROAD SHOLINGANALLUR CHENNAI
600119"
Immediate,76,463598,Cholinganallur,Private,LIFE CARE HOSPITAL,Laboratory,Gastro-intestinal,"88,DR. KALAINGNAR ROAD SHOLINGANALLUR
CHENNAI 600119"
Unavailable,119,292945,Cholinganallur,Private,CHETTINADU URBAN HEALTH CENTRE,Daycare,Orthopedics,RAJIV GANDHI SALAI KARAPAKKAM CHENNAI 600097
Immediate,134,487683,Cholinganallur,Private,APOLLO MEDICAL CENTRE,Daycare,Orthopedics,"Old No.2/102, New No.2/319, Old Mahabalipuram Road, Karapakkam, Chennai- 600097"
Scheduled,73,97616,Cholinganallur,Private,PRIMERY HEALTH CENTRE,Daycare,Neurology,CHEMMENCHERI CHENNAI 600119
Immediate,149,158027,Cholinganallur,Private,SATHYABAMA GENERAL HOSPITAL,Inpatient,Neurology,"JEPPIAAR NAGAR, RAGIV GANDHI SALAI, CHEMMANCHERRY, CHENNAI  600119"
